"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"下午 01:34:23.5215015","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5215336","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5217191","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Temp","FAST IO DISALLOWED",""
"下午 01:34:23.5218500","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5219250","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","CreationTime: 2024/1/1 下午 07:03:05, LastAccessTime: 2024/11/5 下午 01:34:23, LastWriteTime: 2024/11/5 下午 01:34:23, ChangeTime: 2024/11/5 下午 01:34:23, FileAttributes: DA"
"下午 01:34:23.5219708","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5220050","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5220524","chrome.exe","40424","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5221533","chrome.exe","40424","QueryDirectory","C:\Users","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Users, 2: Users"
"下午 01:34:23.5222180","chrome.exe","40424","CloseFile","C:\","SUCCESS",""
"下午 01:34:23.5222515","chrome.exe","40424","IRP_MJ_CLOSE","C:\","SUCCESS",""
"下午 01:34:23.5224793","chrome.exe","40424","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5225873","chrome.exe","40424","QueryDirectory","C:\Users\USER","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: USER, 2: USER"
"下午 01:34:23.5226821","chrome.exe","40424","CloseFile","C:\Users","SUCCESS",""
"下午 01:34:23.5227185","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users","SUCCESS",""
"下午 01:34:23.5228851","chrome.exe","40424","CreateFile","C:\Users\USER","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5230035","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: AppData, 2: AppData"
"下午 01:34:23.5230705","chrome.exe","40424","CloseFile","C:\Users\USER","SUCCESS",""
"下午 01:34:23.5230898","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER","SUCCESS",""
"下午 01:34:23.5232296","chrome.exe","40424","CreateFile","C:\Users\USER\AppData","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5234496","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData\Local","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Local, 2: Local"
"下午 01:34:23.5235379","chrome.exe","40424","CloseFile","C:\Users\USER\AppData","SUCCESS",""
"下午 01:34:23.5235748","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData","SUCCESS",""
"下午 01:34:23.5237327","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5238277","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData\Local\Temp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Temp, 2: Temp"
"下午 01:34:23.5238989","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5239299","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5240618","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Temp","FAST IO DISALLOWED",""
"下午 01:34:23.5241706","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5242331","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","CreationTime: 2024/1/1 下午 07:03:05, LastAccessTime: 2024/11/5 下午 01:34:23, LastWriteTime: 2024/11/5 下午 01:34:23, ChangeTime: 2024/11/5 下午 01:34:23, FileAttributes: DA"
"下午 01:34:23.5242796","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5243097","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5243522","chrome.exe","40424","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5244431","chrome.exe","40424","QueryDirectory","C:\Users","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Users, 2: Users"
"下午 01:34:23.5245083","chrome.exe","40424","CloseFile","C:\","SUCCESS",""
"下午 01:34:23.5245420","chrome.exe","40424","IRP_MJ_CLOSE","C:\","SUCCESS",""
"下午 01:34:23.5246862","chrome.exe","40424","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5247863","chrome.exe","40424","QueryDirectory","C:\Users\USER","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: USER, 2: USER"
"下午 01:34:23.5248548","chrome.exe","40424","CloseFile","C:\Users","SUCCESS",""
"下午 01:34:23.5248886","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users","SUCCESS",""
"下午 01:34:23.5249635","chrome.exe","77024","CreateFileMapping","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"下午 01:34:23.5249813","chrome.exe","77024","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","SUCCESS","AllocationSize: 3,452,928, EndOfFile: 3,452,826, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:23.5250248","chrome.exe","77024","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","SUCCESS",""
"下午 01:34:23.5250295","chrome.exe","40424","CreateFile","C:\Users\USER","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5250397","chrome.exe","77024","CreateFileMapping","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","SUCCESS","SyncType: SyncTypeOther"
"下午 01:34:23.5250512","chrome.exe","77024","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","SUCCESS",""
"下午 01:34:23.5250966","chrome.exe","77024","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\31A8E29053E7B742\5D088BBC8BD780E7\visual_model_desktop.tflite","SUCCESS","AllocationSize: 3,452,928, EndOfFile: 3,452,826, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:23.5251252","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: AppData, 2: AppData"
"下午 01:34:23.5251981","chrome.exe","40424","CloseFile","C:\Users\USER","SUCCESS",""
"下午 01:34:23.5252306","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER","SUCCESS",""
"下午 01:34:23.5253673","chrome.exe","40424","CreateFile","C:\Users\USER\AppData","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5254641","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData\Local","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Local, 2: Local"
"下午 01:34:23.5255305","chrome.exe","40424","CloseFile","C:\Users\USER\AppData","SUCCESS",""
"下午 01:34:23.5255624","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData","SUCCESS",""
"下午 01:34:23.5256936","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5258135","chrome.exe","40424","QueryDirectory","C:\Users\USER\AppData\Local\Temp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Temp, 2: Temp"
"下午 01:34:23.5258869","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5259219","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local","SUCCESS",""
"下午 01:34:23.5261184","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Desired Access: Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5262206","chrome.exe","40424","QueryRemoteProtocolInformation","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","INVALID PARAMETER",""
"下午 01:34:23.5262579","chrome.exe","40424","QuerySecurityFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Information: DACL"
"下午 01:34:23.5262881","chrome.exe","77024","Thread Create","","SUCCESS","Thread ID: 107728"
"下午 01:34:23.5262907","chrome.exe","40424","QueryNameInformationFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Name: \Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp"
"下午 01:34:23.5265851","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5266598","chrome.exe","40424","QueryRemoteProtocolInformation","C:\Users\USER\AppData\Local\Temp","INVALID PARAMETER",""
"下午 01:34:23.5267688","chrome.exe","40424","QuerySecurityFile","C:\Users\USER\AppData\Local\Temp","SUCCESS","Information: DACL"
"下午 01:34:23.5268692","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5269166","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp","SUCCESS",""
"下午 01:34:23.5269499","chrome.exe","40424","QueryRemoteProtocolInformation","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","INVALID PARAMETER",""
"下午 01:34:23.5269767","chrome.exe","40424","QuerySecurityFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Information: Owner, Group, DACL"
"下午 01:34:23.5270023","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","CreationTime: 2024/11/5 下午 01:34:23, LastAccessTime: 2024/11/5 下午 01:34:23, LastWriteTime: 2024/11/5 下午 01:34:23, ChangeTime: 2024/11/5 下午 01:34:23, FileAttributes: A"
"下午 01:34:23.5270687","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS",""
"下午 01:34:23.5271228","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS",""
"下午 01:34:23.5273570","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Desired Access: Read Attributes, Write DAC, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5274646","chrome.exe","40424","SetSecurityFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS","Information: DACL, DACL Unprotected"
"下午 01:34:23.5276328","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS",""
"下午 01:34:23.5277160","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Temp\bb363c1a-a01f-42d7-a134-05d4bc1864fc.tmp","SUCCESS",""
"下午 01:34:23.5401488","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales","FAST IO DISALLOWED",""
"下午 01:34:23.5402763","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5403527","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: D"
"下午 01:34:23.5403907","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales","SUCCESS",""
"下午 01:34:23.5404220","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales","SUCCESS",""
"下午 01:34:23.5406893","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","FAST IO DISALLOWED",""
"下午 01:34:23.5407966","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5408614","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: D"
"下午 01:34:23.5408983","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS",""
"下午 01:34:23.5409265","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS",""
"下午 01:34:23.5410432","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW","FAST IO DISALLOWED",""
"下午 01:34:23.5411567","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5412302","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: D"
"下午 01:34:23.5412716","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW","SUCCESS",""
"下午 01:34:23.5413005","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW","SUCCESS",""
"下午 01:34:23.5414249","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","FAST IO DISALLOWED",""
"下午 01:34:23.5415312","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5416491","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: A"
"下午 01:34:23.5416927","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS",""
"下午 01:34:23.5418405","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS",""
"下午 01:34:23.5421249","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5422828","chrome.exe","40424","QueryInformationVolume","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","BUFFER OVERFLOW","VolumeCreationTime: 2023/8/6 上午 05:11:07, VolumeSerialNumber: 149B-9B06, SupportsObjects: True, VolumeLabel: Win"
"下午 01:34:23.5423522","chrome.exe","40424","QueryAllInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","BUFFER OVERFLOW","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: A, AllocationSize: 61,440, EndOfFile: 60,837"
"下午 01:34:23.5424307","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS","Offset: 0, Length: 57,344, Priority: Normal"
"下午 01:34:23.5425446","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS","Offset: 57,344, Length: 3,493"
"下午 01:34:23.5426578","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","END OF FILE","Offset: 60,837, Length: 4,096"
"下午 01:34:23.5427110","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh_TW\messages.json","SUCCESS",""
"下午 01:34:23.5438975","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh","FAST IO DISALLOWED",""
"下午 01:34:23.5441685","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\zh","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"下午 01:34:23.5443859","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","FAST IO DISALLOWED",""
"下午 01:34:23.5445475","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5446384","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: D"
"下午 01:34:23.5447015","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS",""
"下午 01:34:23.5447436","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en","SUCCESS",""
"下午 01:34:23.5449166","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en\messages.json","FAST IO DISALLOWED",""
"下午 01:34:23.5450756","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en\messages.json","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:23.5451755","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en\messages.json","SUCCESS","CreationTime: 2024/10/19 下午 11:57:36, LastAccessTime: 2024/11/5 下午 01:33:42, LastWriteTime: 2024/10/19 下午 11:57:36, ChangeTime: 2024/10/19 下午 11:57:36, FileAttributes: A"
"下午 01:34:23.5452344","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en\messages.json","SUCCESS",""
"下午 01:34:23.5452795","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\dhdgffkkebhmkfjojejmpbldmpobfkfo\5.3.1_0\_locales\en\messages.json","SUCCESS",""
