"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"下午 01:34:06.2036653","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2036807","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 851,968, Length: 65,536, Priority: Normal"
"下午 01:34:06.2037040","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2038050","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 917,504, Length: 65,536, Priority: Normal"
"下午 01:34:06.2039508","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 983,040, Length: 65,536, Priority: Normal"
"下午 01:34:06.2039517","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","FAST IO DISALLOWED",""
"下午 01:34:06.2040127","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2040479","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 2024/11/2 上午 04:36:59, ChangeTime: 2024/11/2 上午 04:36:59, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"下午 01:34:06.2040680","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2040809","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,048,576, Length: 65,536, Priority: Normal"
"下午 01:34:06.2041224","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2043528","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,114,112, Length: 65,536, Priority: Normal"
"下午 01:34:06.2043715","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2044717","chrome.exe","40424","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","AllocationSize: 4,096, EndOfFile: 1,178, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:06.2044765","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,179,648, Length: 65,536, Priority: Normal"
"下午 01:34:06.2045228","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Offset: 0, Length: 1,024, Priority: Normal"
"下午 01:34:06.2046195","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,245,184, Length: 65,536, Priority: Normal"
"下午 01:34:06.2048034","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,310,720, Length: 65,536, Priority: Normal"
"下午 01:34:06.2048449","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Offset: 1,024, Length: 154"
"下午 01:34:06.2049212","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2049780","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,376,256, Length: 65,536, Priority: Normal"
"下午 01:34:06.2051938","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,441,792, Length: 65,536, Priority: Normal"
"下午 01:34:06.2056090","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,507,328, Length: 65,536, Priority: Normal"
"下午 01:34:06.2057358","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,572,864, Length: 65,536, Priority: Normal"
"下午 01:34:06.2058946","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,638,400, Length: 65,536, Priority: Normal"
"下午 01:34:06.2060655","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,703,936, Length: 65,536, Priority: Normal"
"下午 01:34:06.2062399","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,769,472, Length: 65,536, Priority: Normal"
"下午 01:34:06.2064240","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,835,008, Length: 65,536, Priority: Normal"
"下午 01:34:06.2065736","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,900,544, Length: 65,536, Priority: Normal"
"下午 01:34:06.2066738","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 1,966,080, Length: 65,536, Priority: Normal"
"下午 01:34:06.2067664","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,031,616, Length: 65,536, Priority: Normal"
"下午 01:34:06.2068347","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,097,152, Length: 65,536, Priority: Normal"
"下午 01:34:06.2069825","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,162,688, Length: 65,536, Priority: Normal"
"下午 01:34:06.2071467","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,228,224, Length: 65,536, Priority: Normal"
"下午 01:34:06.2072542","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,293,760, Length: 65,536, Priority: Normal"
"下午 01:34:06.2073576","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,359,296, Length: 65,536, Priority: Normal"
"下午 01:34:06.2074698","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,424,832, Length: 65,536, Priority: Normal"
"下午 01:34:06.2075802","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,490,368, Length: 65,536, Priority: Normal"
"下午 01:34:06.2077103","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,555,904, Length: 65,536, Priority: Normal"
"下午 01:34:06.2078083","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,621,440, Length: 65,536, Priority: Normal"
"下午 01:34:06.2079081","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,686,976, Length: 65,536, Priority: Normal"
"下午 01:34:06.2080024","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,752,512, Length: 65,536, Priority: Normal"
"下午 01:34:06.2081596","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,818,048, Length: 65,536, Priority: Normal"
"下午 01:34:06.2082741","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,883,584, Length: 65,536, Priority: Normal"
"下午 01:34:06.2083816","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 2,949,120, Length: 65,536, Priority: Normal"
"下午 01:34:06.2084993","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,014,656, Length: 65,536, Priority: Normal"
"下午 01:34:06.2086055","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,080,192, Length: 65,536, Priority: Normal"
"下午 01:34:06.2087316","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,145,728, Length: 65,536, Priority: Normal"
"下午 01:34:06.2089181","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,211,264, Length: 65,536, Priority: Normal"
"下午 01:34:06.2090238","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,276,800, Length: 65,536, Priority: Normal"
"下午 01:34:06.2091290","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,342,336, Length: 65,536, Priority: Normal"
"下午 01:34:06.2092404","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,407,872, Length: 65,536, Priority: Normal"
"下午 01:34:06.2093819","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,473,408, Length: 65,536, Priority: Normal"
"下午 01:34:06.2094913","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,538,944, Length: 65,536, Priority: Normal"
"下午 01:34:06.2095934","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,604,480, Length: 65,536, Priority: Normal"
"下午 01:34:06.2112132","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.2112230","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,670,016, Length: 65,536, Priority: Normal"
"下午 01:34:06.2113894","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,735,552, Length: 65,536, Priority: Normal"
"下午 01:34:06.2114514","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2115325","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,801,088, Length: 65,536, Priority: Normal"
"下午 01:34:06.2115477","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, FileAttributes: A"
"下午 01:34:06.2116324","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS",""
"下午 01:34:06.2116933","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS",""
"下午 01:34:06.2117090","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,866,624, Length: 65,536, Priority: Normal"
"下午 01:34:06.2118402","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,932,160, Length: 65,536, Priority: Normal"
"下午 01:34:06.2119050","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.2119582","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 3,997,696, Length: 65,536, Priority: Normal"
"下午 01:34:06.2120529","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2120701","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 4,063,232, Length: 65,536, Priority: Normal"
"下午 01:34:06.2121379","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, FileAttributes: A"
"下午 01:34:06.2122164","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS",""
"下午 01:34:06.2122336","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 4,128,768, Length: 65,536, Priority: Normal"
"下午 01:34:06.2122600","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32-allowlisted.png","SUCCESS",""
