sitename,county,aqi,pollutant,status,so2_conc,so2_avg_conc,co_conc,co_8hr_conc,o3_conc,o3_8hr_conc,pm10_conc,pm10_avg_conc,pm2.5_conc,pm2.5_avg_conc,no2_conc,nox_conc,no_conc,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
臺南,臺南市,76,懸浮微粒,普通,1.8,1,0.31,0.2,15,27,56,53,26,20,14,16.3,1.9,0.4,103.0,"2025-11-24 06:00",120.21947897,22.98928311,46,
安南,臺南市,93,細懸浮微粒,普通,0.4,0,0.39,0.2,3,20,60,51,36,27.7,16,18.2,1.7,0.5,106.0,"2025-11-24 06:00",120.2175,23.048197,45,
善化,臺南市,77,細懸浮微粒,普通,1.3,2,0.24,0.3,1,7,33,42,19,22,7,9.9,2,0.2,146.0,"2025-11-24 06:00",120.29740529,23.11337642,44,
新營,臺南市,80,細懸浮微粒,普通,0.8,1,0.31,0.2,10,16,41,45,25,23.2,8,8.7,0.4,0.7,162.0,"2025-11-24 06:00",120.31725,23.305633,43,
嘉義,嘉義市,93,細懸浮微粒,普通,1,1,0.26,0.3,18,19,42,56,27,28,4,4.9,0.7,1.0,94.0,"2025-11-24 06:00",120.44125148,23.46477865,42,
臺西,雲林縣,79,細懸浮微粒,普通,0.6,1,0.38,0.2,2,22,67,53,27,22.6,11,13.3,2.1,0.4,45.0,"2025-11-24 06:00",120.19933333,23.702175,41,
朴子,嘉義縣,78,細懸浮微粒,普通,0.4,0,0.4,0.2,10,18,74,47,35,22.3,9,10.6,1,0.5,133.0,"2025-11-24 06:00",120.2478,23.46538,40,
新港,嘉義縣,91,細懸浮微粒,普通,3.9,2,0.3,0.2,13,13,65,58,38,27,8,8.7,0.5,1.2,18.0,"2025-11-24 06:00",120.345531,23.554839,39,
崙背,雲林縣,95,細懸浮微粒,普通,0.8,1,0.37,0.3,4,9,74,61,35,28.6,11,13.4,2.2,0.3,71.0,"2025-11-24 06:00",120.348742,23.757547,38,
斗六,雲林縣,105,細懸浮微粒,對敏感族群不健康,0.9,1,0.24,0.3,17,21,44,58,30,32.3,6,6.9,0.8,1.0,32.0,"2025-11-24 06:00",120.544994,23.711853,37,
南投,南投縣,64,細懸浮微粒,普通,0.5,,0.16,0.2,8,9,21,27,10,17.2,4,5,0.1,1.0,178.0,"2025-11-24 06:00",120.685306,23.913,36,
二林,彰化縣,81,細懸浮微粒,普通,0.8,1,0.32,0.2,10,10,64,56,24,23.5,6,7.6,0.9,0.8,54.0,"2025-11-24 06:00",120.409653,23.925175,35,
線西,彰化縣,75,細懸浮微粒,普通,0.7,2,0.32,0.2,6,12,51,43,26,21.2,11,11.3,0,1.3,81.0,"2025-11-24 06:00",120.469061,24.131672,34,
彰化,彰化縣,85,細懸浮微粒,普通,0.3,0,0.27,0.3,17,11,37,42,22,24.8,5,6.5,0.7,0.4,360.0,"2025-11-24 06:00",120.541519,24.066,33,
西屯,臺中市,85,細懸浮微粒,普通,1,1,0.35,0.3,0,6,47,45,25,24.9,16,19.6,3,0.7,189.0,"2025-11-24 06:00",120.616917,24.162197,32,
忠明,臺中市,83,細懸浮微粒,普通,1.3,1,0.39,0.4,3,11,35,37,25,24.2,13,15.2,2,1.3,190.0,"2025-11-24 06:00",120.641092,24.151958,31,
大里,臺中市,75,細懸浮微粒,普通,0.9,0,0.33,0.3,10,7,39,39,25,21.1,7,8.4,1.3,0.8,109.0,"2025-11-24 06:00",120.67844444,24.09961111,30,
沙鹿,臺中市,97,細懸浮微粒,普通,0.8,1,0.38,0.3,9,12,53,46,32,29.3,18,18.1,0,0.2,109.0,"2025-11-24 06:00",120.568794,24.225628,29,
豐原,臺中市,56,細懸浮微粒,普通,0.5,2,0.22,0.2,8,8,20,21,12,14.2,7,8.2,0.5,0.8,82.0,"2025-11-24 06:00",120.74252414,24.25699731,28,
三義,苗栗縣,57,細懸浮微粒,普通,0.8,1,0.2,0.2,12,17,22,26,13,14.8,4,4.7,0.7,0.2,233.0,"2025-11-24 06:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,56,細懸浮微粒,普通,1,1,0.18,0.2,7,9,18,21,15,14.3,6,7.9,1,0.6,232.0,"2025-11-24 06:00",120.82011468,24.56499183,26,
頭份,苗栗縣,48,,良好,0.9,1,0.17,0.2,8,8,17,21,7,11.9,7,9.6,2,1.2,109.0,"2025-11-24 06:00",120.89869286,24.69690679,25,
新竹,新竹市,40,,良好,1.1,1,0.17,0.2,3,7,14,18,4,9.9,11,12.2,0.6,0.9,102.0,"2025-11-24 06:00",120.97236752,24.8056356,24,
竹東,新竹縣,23,,良好,3.6,1,0.11,0.1,16,15,6,10,7,5.7,3,4.3,0.7,1.3,165.0,"2025-11-24 06:00",121.08895493,24.74091408,23,
湖口,新竹縣,53,細懸浮微粒,普通,1.2,1,0.2,0.2,8,14,21,21,12,13.1,9,10.7,0.9,0.9,117.0,"2025-11-24 06:00",121.03886894,24.90009696,22,
龍潭,桃園市,50,,良好,1,1,0.21,0.1,26,21,29,21,21,12.3,6,7.2,0.5,1.6,184.0,"2025-11-24 06:00",121.21645772,24.86400048,21,
平鎮,桃園市,48,,良好,0.2,0,0.27,0.2,12,18,36,23,13,12,12,14.1,1.1,1.1,197.0,"2025-11-24 06:00",121.203986,24.952786,20,
觀音,桃園市,58,細懸浮微粒,普通,0.7,1,0.29,0.1,5,19,20,24,13,15,12,14.1,1.4,0.4,216.0,"2025-11-24 06:00",121.08283092,25.03556747,19,
大園,桃園市,53,細懸浮微粒,普通,0.8,1,0.27,0.2,5,15,26,23,16,13.4,15,20.5,5.4,1.5,150.0,"2025-11-24 06:00",121.20251473,25.06100357,18,
桃園,桃園市,44,,良好,0.9,0,0.26,0.2,15,23,29,18,16,11,11,12.2,1,0.7,182.0,"2025-11-24 06:00",121.30500531,24.9947107,17,
大同,臺北市,47,,良好,1.6,1,0.49,0.3,10,18,17,18,9,11.7,17,22.7,5.3,-,-,"2025-11-24 06:00",121.51342074,25.06331455,16,
松山,臺北市,58,細懸浮微粒,普通,0.6,1,0.17,0.2,17,14,20,23,13,15,11,18.1,6.9,0.7,189.0,"2025-11-24 06:00",121.578611,25.05,15,
古亭,臺北市,39,,良好,1.2,1,0.15,0.1,19,23,10,16,9,9.7,6,6.7,0.5,0.6,113.0,"2025-11-24 06:00",121.529556,25.020608,14,
萬華,臺北市,46,,良好,1,1,0.23,0.2,17,22,14,20,5,11.4,8,9.1,0.9,0.7,155.0,"2025-11-24 06:00",121.507972,25.046503,13,
中山,臺北市,52,細懸浮微粒,普通,0.7,1,0.18,0.2,22,22,23,23,11,12.9,8,8.5,0.4,1.3,169.0,"2025-11-24 06:00",121.526528,25.062361,12,
士林,臺北市,42,,良好,1.2,1,0.19,0.1,17,31,15,16,13,10.5,13,14.3,0.9,1.0,131.0,"2025-11-24 06:00",121.51666356,25.10334003,11,
淡水,新北市,42,,良好,1,1,0.22,0.1,17,32,16,16,14,10.4,9,10.7,0.7,3.2,150.0,"2025-11-24 06:00",121.449239,25.1645,10,
林口,新北市,44,,良好,0.9,1,0.18,0.1,22,32,13,16,8,11,10,11.8,1.5,0.3,151.0,"2025-11-24 06:00",121.36548982,25.07798949,9,
菜寮,新北市,40,,良好,0.5,0,0.3,0.2,12,20,21,22,7,9.9,12,13.3,0.8,1.3,191.0,"2025-11-24 06:00",121.481028,25.06895,8,
新莊,新北市,46,,良好,0.3,0,0.2,0.2,3,21,24,24,9,11.4,12,14,1.1,0.5,135.0,"2025-11-24 06:00",121.4325,25.037972,7,
板橋,新北市,52,細懸浮微粒,普通,1,1,0.19,0.2,11,19,12,20,10,12.9,9,9.7,0.5,0.4,77.0,"2025-11-24 06:00",121.458667,25.012972,6,
土城,新北市,42,,良好,0.3,0,0.21,0.2,2,20,18,18,9,10.4,15,18.1,2.5,0.4,151.0,"2025-11-24 06:00",121.451861,24.982528,5,
新店,新北市,37,,良好,0.8,0,0.17,0.1,15,22,15,17,6,9.2,6,7.2,0.9,0.8,225.0,"2025-11-24 06:00",121.537778,24.977222,4,
汐止,新北市,58,細懸浮微粒,普通,1.4,1,0.22,0.2,2,5,21,22,12,15,20,25.2,5,0.4,99.0,"2025-11-24 06:00",121.64081,25.06624,2,
基隆,基隆市,46,,良好,0.7,1,0.26,0.3,3,4,18,19,9,11.5,10,15.3,4.8,0.2,43.0,"2025-11-24 06:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,74,細懸浮微粒,普通,0.3,1,0.22,0.2,38,51,27,35,19,20.9,4,5.1,0.2,1.1,80.0,"2025-11-24 05:00",120.651472,22.260899,313,
臺南（南化）,臺南市,66,細懸浮微粒,普通,0.2,0,0.17,0.2,4,5,21,26,16,17.9,1,2,0.3,,246.0,"2025-11-24 05:00",120.44583156,23.04562013,312,
新北(樹林),新北市,41,,良好,0.4,0,0.15,0.1,16,22,7,12,8,10.1,6,8,1.1,0.1,107.0,"2025-11-24 05:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,19,,良好,0.1,0,0.13,0.1,18,20,4,8,1,4.2,2,2.4,0.3,,197.0,"2025-11-24 05:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,90,細懸浮微粒,普通,2.4,2,0.56,0.3,8,29,84,61,34,26.6,24,25.4,0.8,1.3,322.0,"2025-11-24 05:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,58,細懸浮微粒,普通,1.5,1,0.17,0.1,49,49,19,23,17,15.1,2,3.5,0.9,0.3,191.0,"2025-11-24 05:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,90,細懸浮微粒,普通,1.6,1,0.31,0.3,12,15,65,61,27,26.7,13,15,1.2,0.5,302.0,"2025-11-24 05:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,25,,良好,1.1,1,0.08,0,13,14,7,11,9,6.2,0,0.2,0,1.4,253.0,"2025-11-24 05:00",121.6565272,24.6757916,201,
員林,彰化縣,97,細懸浮微粒,普通,1.4,1,0.32,0.3,10,14,47,48,33,29.4,7,8.3,1.3,0.5,45.0,"2025-11-24 05:00",120.5631893,23.9615945,139,
大城,彰化縣,97,細懸浮微粒,普通,1.4,1,0.3,0.2,7,21,84,58,39,29.3,8,10,1.9,1.2,50.0,"2025-11-24 05:00",120.26964167,23.85493056,85,
富貴角,新北市,47,,良好,1.3,0,0.09,0,37,39,18,28,10,11.3,2,2.1,0,2.7,92.0,"2025-11-24 05:00",121.53656894,25.29681695,84,
麥寮,雲林縣,84,細懸浮微粒,普通,1.3,1,0.39,0.2,1,22,69,54,34,24.5,13,14.8,0.9,0.8,27.0,"2025-11-24 05:00",120.251825,23.753506,83,
關山,臺東縣,44,,良好,0.6,0,0.11,0.1,10,21,26,21,14,11,3,4.2,0.7,0.8,289.0,"2025-11-24 05:00",121.161933,23.045083,80,
馬公,澎湖縣,65,細懸浮微粒,普通,0.1,0,0.15,0.1,45,50,43,38,20,17.6,2,2.7,0.3,2.8,5.0,"2025-11-24 05:00",119.566158,23.569031,78,
金門,金門縣,89,細懸浮微粒,普通,1.9,1,0.3,0.3,19,31,56,48,34,26.2,19,20.7,0.8,0.2,315.0,"2025-11-24 05:00",118.312256,24.432133,77,
馬祖,連江縣,68,細懸浮微粒,普通,2.2,0,0.48,0.2,45,55,36,32,16,18.7,5,6.6,0.8,2.5,339.0,"2025-11-24 05:00",119.952724,26.153736,75,
埔里,南投縣,64,細懸浮微粒,普通,1.1,0,0.21,0.2,8,13,12,19,7,17.1,3,5.1,1.5,0.4,143.0,"2025-11-24 05:00",120.967903,23.968842,72,
復興,高雄市,111,細懸浮微粒,對敏感族群不健康,1.5,2,0.29,0.4,20,16,69,66,37,34.7,14,15.7,1.1,0.8,122.0,"2025-11-24 05:00",120.312017,22.608711,71,
永和,新北市,53,細懸浮微粒,普通,0.5,0,0.23,0.2,20,22,35,23,14,13.4,7,9.7,1.7,0.7,191.0,"2025-11-24 05:00",121.516306,25.017,70,
竹山,南投縣,84,細懸浮微粒,普通,1.2,1,0.19,0.2,15,15,24,40,17,24.5,5,5.2,0.2,0.5,51.0,"2025-11-24 05:00",120.677306,23.756389,69,
中壢,桃園市,58,細懸浮微粒,普通,0.7,1,0.35,0.4,10,15,18,23,11,14.9,12,17.4,4.8,0.2,193.0,"2025-11-24 05:00",121.221667,24.953278,68,
三重,新北市,56,細懸浮微粒,普通,0.3,0,0.42,0.5,6,7,21,25,12,14.3,24,39.8,15.3,-,-,"2025-11-24 05:00",121.493806,25.072611,67,
冬山,宜蘭縣,40,,良好,1,0,0.16,0.1,10,13,21,24,7,9.3,4,5.9,1.3,0.9,301.0,"2025-11-24 05:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,42,,良好,1.2,1,0.14,0.1,17,19,14,15,7,10.3,1,1.8,0.7,0.7,213.0,"2025-11-24 05:00",121.746394,24.747917,65,
陽明,臺北市,36,,良好,1.7,1,0.12,0.1,38,39,14,19,7,8.1,0,1.3,0.9,1.9,190.0,"2025-11-24 05:00",121.529583,25.182722,64,
花蓮,花蓮縣,30,,良好,0.8,0,0.12,0.1,16,16,22,18,7,7.5,0,1,0.1,0.5,267.0,"2025-11-24 05:00",121.599769,23.971306,63,
臺東,臺東縣,37,,良好,1.2,1,0.11,0.1,26,30,21,21,10,9.2,1,2.1,0.9,1.4,321.0,"2025-11-24 05:00",121.15045,22.755358,62,
恆春,屏東縣,38,,良好,0.7,0,0.12,0.1,38,39,14,17,10,9.4,0,2.1,1.3,4.0,338.0,"2025-11-24 05:00",120.788928,21.958069,61,
潮州,屏東縣,115,細懸浮微粒,對敏感族群不健康,0.9,2,0.42,0.4,9,22,52,55,39,36.3,7,8.7,1.5,1.5,43.0,"2025-11-24 05:00",120.561175,22.523108,60,
屏東,屏東縣,88,細懸浮微粒,普通,0.3,1,0.25,0.2,19,24,38,48,26,26,5,5.4,0,1.6,10.0,"2025-11-24 05:00",120.488033,22.673081,59,
小港,高雄市,102,細懸浮微粒,對敏感族群不健康,0.9,2,0.35,0.4,15,14,76,72,32,31,17,18.1,0.7,0.8,319.0,"2025-11-24 05:00",120.337736,22.565833,58,
前鎮,高雄市,101,細懸浮微粒,對敏感族群不健康,1.6,3,0.29,0.4,22,16,69,72,31,30.5,12,13.5,0.9,0.9,2.0,"2025-11-24 05:00",120.30833356,22.6044507,57,
前金,高雄市,91,懸浮微粒,普通,1,1,0.29,0.3,20,19,64,67,,,15,15.8,0.7,1.4,343.0,"2025-11-24 05:00",120.28676111,22.63390278,56,
左營,高雄市,95,細懸浮微粒,普通,1.6,1,0.32,0.3,17,18,58,60,32,28.6,14,15.4,0.8,0.3,20.0,"2025-11-24 05:00",120.292917,22.674861,54,
楠梓,高雄市,86,細懸浮微粒,普通,0.9,1,0.26,0.2,18,19,55,58,28,25.3,9,9.7,0.5,1.3,51.0,"2025-11-24 05:00",120.328289,22.733667,53,
林園,高雄市,106,細懸浮微粒,對敏感族群不健康,1.2,2,0.38,0.3,17,22,65,70,35,32.4,14,14.3,0,1.4,13.0,"2025-11-24 05:00",120.41175,22.4795,52,
大寮,高雄市,99,細懸浮微粒,普通,1.4,3,0.28,0.3,13,17,56,58,27,30.1,11,12.3,0.8,0.4,13.0,"2025-11-24 05:00",120.425311,22.56413611,51,
鳳山,高雄市,105,細懸浮微粒,對敏感族群不健康,2.4,2,0.32,0.3,15,17,55,59,28,32.2,13,14.7,1,0.4,221.0,"2025-11-24 05:00",120.357422,22.628126,50,
仁武,高雄市,88,細懸浮微粒,普通,1.9,1,0.28,0.3,12,16,52,55,28,26,13,14.7,1.5,0.3,6.0,"2025-11-24 05:00",120.332631,22.689056,49,
橋頭,高雄市,87,細懸浮微粒,普通,1.3,1,0.25,0.2,14,19,42,55,30,25.8,7,8.6,0.9,0.9,72.0,"2025-11-24 05:00",120.305689,22.757506,48,
美濃,高雄市,75,細懸浮微粒,普通,1,1,0.29,0.2,11,19,35,36,20,21.1,6,6.7,0.6,0.2,164.0,"2025-11-24 05:00",120.530542,22.883583,47,
臺南,臺南市,76,懸浮微粒,普通,1.2,2,0.31,0.2,12,29,63,53,29,18,18,19.8,1.7,0.3,81.0,"2025-11-24 05:00",120.21947897,22.98928311,46,
安南,臺南市,84,細懸浮微粒,普通,0.4,0,0.36,0.2,7,24,52,49,30,24.7,17,17.7,0.6,0.7,66.0,"2025-11-24 05:00",120.2175,23.048197,45,
善化,臺南市,79,細懸浮微粒,普通,1.6,2,0.33,0.3,0,10,39,46,20,22.8,11,16.2,4.4,0.2,134.0,"2025-11-24 05:00",120.29740529,23.11337642,44,
新營,臺南市,80,細懸浮微粒,普通,0.7,1,0.3,0.2,12,18,42,47,23,23,8,8.7,0.3,0.3,187.0,"2025-11-24 05:00",120.31725,23.305633,43,
嘉義,嘉義市,93,細懸浮微粒,普通,1.2,1,0.27,0.3,21,20,46,58,27,28,4,4.5,0.4,0.8,99.0,"2025-11-24 05:00",120.44125148,23.46477865,42,
臺西,雲林縣,75,細懸浮微粒,普通,0.7,1,0.35,0.2,7,28,63,49,30,21.2,8,10.2,1.8,0.4,26.0,"2025-11-24 05:00",120.19933333,23.702175,41,
朴子,嘉義縣,70,細懸浮微粒,普通,0.5,0,0.3,0.1,9,21,62,41,31,19.3,9,11.3,1.3,1.2,135.0,"2025-11-24 05:00",120.2478,23.46538,40,
新港,嘉義縣,83,細懸浮微粒,普通,2,2,0.31,0.2,12,14,64,54,31,24.2,8,8.7,0.4,0.6,35.0,"2025-11-24 05:00",120.345531,23.554839,39,
崙背,雲林縣,90,細懸浮微粒,普通,1,1,0.39,0.4,5,12,72,58,37,26.8,11,13.3,1.9,1.2,73.0,"2025-11-24 05:00",120.348742,23.757547,38,
斗六,雲林縣,109,細懸浮微粒,對敏感族群不健康,1,1,0.24,0.3,30,22,52,65,32,33.7,4,5.3,0.8,0.8,13.0,"2025-11-24 05:00",120.544994,23.711853,37,
南投,南投縣,69,細懸浮微粒,普通,0.5,,0.17,0.2,9,9,18,30,12,19,4,4.3,0,0.9,206.0,"2025-11-24 05:00",120.685306,23.913,36,
二林,彰化縣,79,細懸浮微粒,普通,0.8,1,0.32,0.2,7,12,60,53,26,22.9,8,9.3,0.9,1.1,53.0,"2025-11-24 05:00",120.409653,23.925175,35,
線西,彰化縣,71,細懸浮微粒,普通,0.8,2,0.34,0.2,6,16,55,42,26,19.9,13,13.8,0.2,0.4,72.0,"2025-11-24 05:00",120.469061,24.131672,34,
彰化,彰化縣,85,細懸浮微粒,普通,0.3,0,0.29,0.3,12,12,37,42,26,24.8,6,7.3,0.7,0.6,20.0,"2025-11-24 05:00",120.541519,24.066,33,
西屯,臺中市,82,細懸浮微粒,普通,1.1,1,0.36,0.3,4,10,50,44,31,23.8,20,23.7,3.4,1.4,190.0,"2025-11-24 05:00",120.616917,24.162197,32,
忠明,臺中市,81,細懸浮微粒,普通,1.1,1,0.35,0.4,24,13,42,37,31,23.3,8,9.5,1.2,1.0,196.0,"2025-11-24 05:00",120.641092,24.151958,31,
大里,臺中市,74,細懸浮微粒,普通,1,0,0.31,0.3,3,6,29,41,19,21,7,9.4,1.6,1.5,114.0,"2025-11-24 05:00",120.67844444,24.09961111,30,
沙鹿,臺中市,94,細懸浮微粒,普通,0.8,1,0.34,0.3,18,14,48,44,40,28.2,,,,0.2,115.0,"2025-11-24 05:00",120.568794,24.225628,29,
豐原,臺中市,56,細懸浮微粒,普通,0.5,2,0.22,0.2,8,9,21,23,16,14.3,5,6.1,0.3,0.3,354.0,"2025-11-24 05:00",120.74252414,24.25699731,28,
三義,苗栗縣,58,細懸浮微粒,普通,0.7,1,0.22,0.2,18,18,25,27,11,15.1,3,4,0.7,0.2,161.0,"2025-11-24 05:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,56,細懸浮微粒,普通,1.2,1,0.17,0.2,6,10,19,21,12,14.3,7,8.7,1.1,0.5,143.0,"2025-11-24 05:00",120.82011468,24.56499183,26,
頭份,苗栗縣,52,細懸浮微粒,普通,1,1,0.15,0.2,8,9,14,23,9,12.9,5,7.2,1.9,1.7,122.0,"2025-11-24 05:00",120.89869286,24.69690679,25,
新竹,新竹市,45,,良好,0.8,1,0.19,0.2,2,8,12,20,6,11.2,13,14.9,1,0.6,61.0,"2025-11-24 05:00",120.97236752,24.8056356,24,
竹東,新竹縣,23,,良好,3.3,1,0.09,0.1,16,15,7,11,2,5.6,3,4,0.7,2.0,142.0,"2025-11-24 05:00",121.08895493,24.74091408,23,
湖口,新竹縣,53,細懸浮微粒,普通,1.2,1,0.18,0.2,15,15,21,22,12,13.4,6,7.3,0.7,0.5,115.0,"2025-11-24 05:00",121.03886894,24.90009696,22,
龍潭,桃園市,43,,良好,0.9,1,0.16,0.1,22,21,26,20,16,10.7,6,7.1,0.4,2.3,173.0,"2025-11-24 05:00",121.21645772,24.86400048,21,
平鎮,桃園市,48,,良好,0.4,0,0.24,0.2,7,19,23,21,9,12,15,17.2,1.3,0.3,199.0,"2025-11-24 05:00",121.203986,24.952786,20,
觀音,桃園市,60,細懸浮微粒,普通,0.7,1,0.21,0.1,10,23,13,27,13,15.8,11,12.7,1.1,0.2,243.0,"2025-11-24 05:00",121.08283092,25.03556747,19,
大園,桃園市,52,細懸浮微粒,普通,1.3,1,0.25,0.1,14,17,28,23,17,12.7,9,11.1,1.3,1.4,249.0,"2025-11-24 05:00",121.20251473,25.06100357,18,
桃園,桃園市,40,,良好,0.9,0,0.21,0.2,15,24,9,16,6,10,8,9.1,0.8,0.8,189.0,"2025-11-24 05:00",121.30500531,24.9947107,17,
大同,臺北市,52,細懸浮微粒,普通,1.6,1,0.34,0.4,21,17,14,18,10,12.9,12,14.4,2,-,-,"2025-11-24 05:00",121.51342074,25.06331455,16,
松山,臺北市,57,細懸浮微粒,普通,0.8,1,0.15,0.2,18,12,22,24,16,14.8,9,10.7,1.3,1.0,77.0,"2025-11-24 05:00",121.578611,25.05,15,
古亭,臺北市,40,,良好,1.2,1,0.16,0.2,23,24,15,17,9,10,6,6.8,0,1.1,210.0,"2025-11-24 05:00",121.529556,25.020608,14,
萬華,臺北市,50,,良好,0.9,1,0.21,0.2,23,22,17,21,8,12.4,8,9.6,0.8,1.2,172.0,"2025-11-24 05:00",121.507972,25.046503,13,
中山,臺北市,54,細懸浮微粒,普通,0.7,1,0.16,0.2,25,21,20,23,10,13.5,7,7.8,0.2,0.8,142.0,"2025-11-24 05:00",121.526528,25.062361,12,
士林,臺北市,40,,良好,1,1,0.17,0.1,24,33,12,17,11,10,9,9.8,0.7,0.8,151.0,"2025-11-24 05:00",121.51666356,25.10334003,11,
淡水,新北市,40,,良好,1.1,1,0.18,0.1,28,32,18,17,9,9.8,4,5.4,0.5,2.4,160.0,"2025-11-24 05:00",121.449239,25.1645,10,
林口,新北市,45,,良好,1,1,0.16,0.1,28,33,14,16,11,11.2,6,7.8,0.8,0.7,153.0,"2025-11-24 05:00",121.36548982,25.07798949,9,
菜寮,新北市,41,,良好,0.5,0,0.29,0.2,19,21,19,21,10,10.2,11,12.6,0.7,1.6,198.0,"2025-11-24 05:00",121.481028,25.06895,8,
新莊,新北市,47,,良好,0.4,0,0.22,0.2,18,23,20,24,13,11.7,10,11.4,0.7,1.5,165.0,"2025-11-24 05:00",121.4325,25.037972,7,
板橋,新北市,54,細懸浮微粒,普通,1.2,1,0.19,0.2,17,20,14,22,10,13.5,8,8.9,0.3,0.8,124.0,"2025-11-24 05:00",121.458667,25.012972,6,
土城,新北市,44,,良好,0.3,0,0.16,0.2,13,22,15,18,9,10.9,9,10.1,1,1.0,153.0,"2025-11-24 05:00",121.451861,24.982528,5,
新店,新北市,44,,良好,0.7,0,0.15,0.1,22,23,15,18,9,10.8,5,5.6,0.3,1.5,191.0,"2025-11-24 05:00",121.537778,24.977222,4,
汐止,新北市,60,細懸浮微粒,普通,1.4,1,0.17,0.3,8,4,24,22,17,15.7,16,18.2,2,1.0,71.0,"2025-11-24 05:00",121.64081,25.06624,2,
基隆,基隆市,48,,良好,0.8,1,0.26,0.3,6,4,17,19,10,12,7,7.8,0.4,0.4,280.0,"2025-11-24 05:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,77,細懸浮微粒,普通,0.3,1,0.23,0.2,42,55,28,38,18,22.1,5,5.5,0.2,1.1,102.0,"2025-11-24 04:00",120.651472,22.260899,313,
臺南（南化）,臺南市,67,細懸浮微粒,普通,0.2,0,0.17,0.2,5,6,20,26,17,18.5,2,2.4,0.2,,140.0,"2025-11-24 04:00",120.44583156,23.04562013,312,
新北(樹林),新北市,42,,良好,0.4,0,0.14,0.2,18,23,6,14,9,10.5,4,5.4,0.6,0.0,22.0,"2025-11-24 04:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,19,,良好,0.1,0,0.12,0.1,19,20,2,9,2,4.5,1,2,0.2,0.2,282.0,"2025-11-24 04:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,88,細懸浮微粒,普通,1.7,2,0.4,0.3,20,34,76,56,30,25.9,14,15.3,0.7,1.8,331.0,"2025-11-24 04:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,56,細懸浮微粒,普通,1.6,1,0.18,0.1,50,48,20,24,12,14.5,3,4,0.9,0.4,224.0,"2025-11-24 04:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,91,細懸浮微粒,普通,1.2,1,0.3,0.3,12,18,63,61,29,27,15,16.5,1.3,1.0,74.0,"2025-11-24 04:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,24,,良好,1.1,1,0.08,0.1,13,14,7,11,4,5.9,0,0.3,0,2.9,263.0,"2025-11-24 04:00",121.6565272,24.6757916,201,
員林,彰化縣,95,細懸浮微粒,普通,1.5,1,0.31,0.3,16,17,49,49,31,28.4,7,8.3,1.3,1.2,34.0,"2025-11-24 04:00",120.5631893,23.9615945,139,
大城,彰化縣,89,細懸浮微粒,普通,1.6,1,0.28,0.2,7,26,75,52,39,26.5,9,11,1.5,1.5,56.0,"2025-11-24 04:00",120.26964167,23.85493056,85,
富貴角,新北市,48,,良好,0.9,0,0.09,0,38,40,44,29,13,11.2,1,1.8,0,4.1,93.0,"2025-11-24 04:00",121.53656894,25.29681695,84,
麥寮,雲林縣,77,細懸浮微粒,普通,1.3,1,0.34,0.2,6,28,64,51,31,22.1,8,9.9,1.3,0.6,72.0,"2025-11-24 04:00",120.251825,23.753506,83,
關山,臺東縣,43,,良好,0.5,0,0.1,0.1,15,23,18,20,8,10.7,1,2.6,0.7,0.3,44.0,"2025-11-24 04:00",121.161933,23.045083,80,
馬公,澎湖縣,64,細懸浮微粒,普通,0.1,0,0.14,0.1,45,52,33,38,15,17.4,1,2.1,0.3,2.2,17.0,"2025-11-24 04:00",119.566158,23.569031,78,
金門,金門縣,82,細懸浮微粒,普通,3.1,1,0.32,0.3,17,35,74,46,33,23.9,22,23.1,1,0.5,342.0,"2025-11-24 04:00",118.312256,24.432133,77,
馬祖,連江縣,68,細懸浮微粒,普通,1.7,0,0.44,0.2,47,58,33,31,20,18.7,5,6.9,1,2.4,340.0,"2025-11-24 04:00",119.952724,26.153736,75,
埔里,南投縣,69,細懸浮微粒,普通,1.1,0,0.22,0.3,11,15,15,21,16,19,3,5,1.4,0.3,19.0,"2025-11-24 04:00",120.967903,23.968842,72,
復興,高雄市,109,細懸浮微粒,對敏感族群不健康,1.6,2,0.34,0.4,18,17,75,64,42,33.7,13,14.8,1.1,0.9,102.0,"2025-11-24 04:00",120.312017,22.608711,71,
永和,新北市,53,細懸浮微粒,普通,0.4,0,0.21,0.2,21,23,19,21,13,13.1,8,8.9,0.6,0.8,115.0,"2025-11-24 04:00",121.516306,25.017,70,
